CODE,DESTINATION,CONNEC COSTO,GRACE TIME,COST /MIN,INITIAL INCR,INCREMENT,STRIP,PRIORITY,PREPEND,,,,
522321270,MEXICO CPP  TELCEL MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321020,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321290,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321300,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321330,MEXICO CPP  TELCEL MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321278,MEXICO CPP  TELCEL MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321340,MEXICO CPP  TELCEL MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321348,MEXICO CPP  TELCEL MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321350,MEXICO CPP  TELCEL MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522325931,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321360,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321361,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321370,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321376,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321380,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321390,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321400,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321410,MEXICO CPP  MOVISTAR MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321355,MEXICO CPP  TELCEL MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321420,MEXICO CPP  TELCEL MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321415,MEXICO CPP  MOVISTAR MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321440,MEXICO CPP  MOVISTAR MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321445,MEXICO CPP  MOVISTAR MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321450,MEXICO CPP  MOVISTAR MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321460,MEXICO CPP  TELECOMUNICACIONES 360 MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321431,MEXICO CPP  TELCEL MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321470,MEXICO CPP  TELCEL MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321476,MEXICO CPP  TELCEL MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321480,MEXICO CPP  TELCEL MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321490,MEXICO CPP  TELCEL MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321496,MEXICO CPP  TELCEL MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321500,MEXICO CPP  CELMAX MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321510,MEXICO CPP  MOVISTAR MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321520,MEXICO CPP  MOVISTAR MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321498,MEXICO CPP  TELCEL MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321530,MEXICO CPP  TELCEL MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321540,MEXICO CPP  TELCEL MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321550,MEXICO CPP  TELCEL MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321560,MEXICO CPP  TELCEL MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321570,MEXICO CPP  TELCEL MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321580,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321590,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321600,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321404,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321605,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522323257,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321610,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321620,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321630,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321636,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321640,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321650,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321660,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321670,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321680,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321690,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321706,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321710,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321720,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321726,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321740,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321746,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321760,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321770,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321780,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321810,MEXICO CPP  SERVITRON MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321796,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321830,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321840,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321850,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321860,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321870,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321880,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321890,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321900,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321910,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321920,MEXICO CPP  AT&T MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321572,MEXICO CPP  TELCEL MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321970,MEXICO CPP  TELCEL MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522321980,MEXICO CPP  TELCEL MARTINEZ DE LA TORRE MARTINEZ DE LA TORRE  VER,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331364,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331430,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331440,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331450,MEXICO CPP  ALTCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331442,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331460,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331470,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331480,MEXICO CPP  CELMAX ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331500,MEXICO CPP  FREEDOMPOP ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331477,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331510,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331520,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331530,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331540,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331481,MEXICO CPP  CELMAX ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331546,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331560,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331570,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331501,MEXICO CPP  FREEDOMPOP ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331580,MEXICO CPP  AT&T CIUDAD DE TLATLAUQUITEPEC TLATLAUQUITEPEC  PUE,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331610,MEXICO CPP  VIRGIN ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522337590,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522337592,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522337593,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522337594,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331000,MEXICO CPP  MOVISTAR ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0048,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522337595,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331010,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331015,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522337598,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331020,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331030,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331040,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331049,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331024,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331025,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331050,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331029,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331054,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331060,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331070,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331062,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331063,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331080,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331081,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331090,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331093,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331100,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331106,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331110,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331115,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331120,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
522331124,MEXICO CPP  TELCEL ZACAPOAXTLA ZACAPOAXTLA  PUE,0,0,0.0027,60,60,0,,,AJTEL-TELECOM ,16/05/2022 16:12,16/05/2022 16:12,Active
